Datetime,Close,High,Low,Open,Volume
2025-05-08 13:30:00+00:00,197.0500030517578,198.1300048828125,196.92999267578125,197.74000549316406,2702502
2025-05-08 13:35:00+00:00,196.83999633789062,197.5998992919922,196.7100067138672,197.0800018310547,717946
2025-05-08 13:40:00+00:00,196.6497039794922,196.97000122070312,196.25999450683594,196.8300018310547,760525
2025-05-08 13:45:00+00:00,196.52999877929688,196.6199951171875,196.32000732421875,196.58999633789062,586525
2025-05-08 13:50:00+00:00,196.44000244140625,196.86000061035156,196.32000732421875,196.5399932861328,489900
2025-05-08 13:55:00+00:00,196.14999389648438,196.58999633789062,196.0821075439453,196.47500610351562,574538
2025-05-08 14:00:00+00:00,196.19000244140625,196.30999755859375,195.88999938964844,196.14999389648438,759368
2025-05-08 14:05:00+00:00,195.35499572753906,196.22999572753906,195.21299743652344,196.19500732421875,788536
2025-05-08 14:10:00+00:00,194.9010009765625,195.44000244140625,194.67959594726562,195.35000610351562,1074066
2025-05-08 14:15:00+00:00,195.52999877929688,195.58900451660156,194.8000030517578,194.88999938964844,651345
2025-05-08 14:20:00+00:00,195.5500030517578,195.94000244140625,195.35000610351562,195.52000427246094,604614
2025-05-08 14:25:00+00:00,195.82000732421875,195.85000610351562,195.50999450683594,195.5399932861328,739834
2025-05-08 14:30:00+00:00,196.16000366210938,196.30990600585938,195.51499938964844,195.8300018310547,682056
2025-05-08 14:35:00+00:00,196.22000122070312,196.35000610351562,196.01499938964844,196.1699981689453,503481
2025-05-08 14:40:00+00:00,196.5399932861328,196.5655975341797,196.05999755859375,196.1999969482422,401509
2025-05-08 14:45:00+00:00,196.63510131835938,196.6699981689453,196.22999572753906,196.5399932861328,374376
2025-05-08 14:50:00+00:00,196.66000366210938,197.24969482421875,196.25,196.6300048828125,647083
2025-05-08 14:55:00+00:00,196.6199951171875,196.8795928955078,196.09800720214844,196.64999389648438,450068
2025-05-08 15:00:00+00:00,196.49989318847656,196.77000427246094,196.4499969482422,196.5800018310547,261853
2025-05-08 15:05:00+00:00,196.94000244140625,196.97999572753906,196.42959594726562,196.47459411621094,317993
